9 4.8
10 2.5913978494623655
13 3.29
14 4.0495049504950495
14 3.594059405940594
14 3.71
14 4.0
14 3.82
14 3.712871287128713
16 3.9207920792079207
16 4.12
16 3.8514851485148514
16 4.01
16 3.8
16 3.9292929292929295
16 3.78
16 4.21
16 4.1683168316831685
16 4.8
16 4.62
16 3.97
16 4.306930693069307
16 4.5
16 5.02
16 5.49
21 5.1313131313131315
21 6.111111111111111
21 5.0
21 5.396039603960396
21 5.18
21 6.16
21 6.181818181818182
21 5.78
21 5.57
21 5.6138613861386135
21 6.2
21 6.25
21 6.15
21 6.48
21 6.1683168316831685
21 5.56
21 5.435643564356436
21 6.03960396039604
21 5.97
21 5.41
21 5.465346534653466
21 5.683168316831683
21 4.98019801980198
21 5.191919191919192
21 6.34
21 6.666666666666667
21 6.94
21 5.02970297029703
21 6.91
21 5.574257425742574
21 6.138613861386139
21 6.01
21 5.346534653465347
21 5.343434343434343
21 6.686868686868687
21 5.37
21 5.6767676767676765
21 5.8
21 5.555555555555555
21 5.92
21 5.585858585858586
21 6.3
21 6.51
21 5.84
21 6.64
21 5.84
21 6.31
21 6.099009900990099
21 6.069306930693069
21 5.603960396039604
21 5.414141414141414
21 6.0594059405940595
21 6.353535353535354
21 5.505050505050505
21 6.07
21 5.71
21 5.51
21 5.9504950495049505
21 5.05
21 5.67
21 6.3
21 5.425742574257426
21 5.98
21 6.18
21 6.09
21 5.584158415841584
21 6.415841584158416
21 5.95
21 6.415841584158416
21 5.445544554455446
21 5.646464646464646
21 5.56
21 6.181818181818182
21 5.92
21 6.02
21 5.68
21 5.405940594059406
21 5.792079207920792
21 5.247524752475248
21 5.712871287128713
21 6.484848484848484
21 6.44
21 5.95
21 5.47
21 5.9
21 5.838383838383838
21 5.737373737373737
21 5.23
21 6.14
21 6.1313131313131315
21 6.1313131313131315
21 6.554455445544554
21 4.821782178217822
21 5.636363636363637
21 5.929292929292929
21 4.77
21 5.0
21 4.920792079207921
21 6.73
21 5.767676767676767
21 5.696969696969697
21 6.12
21 5.68
21 5.99
21 6.424242424242424
21 5.858585858585859
21 6.16
21 6.188118811881188
21 6.2772277227722775
21 6.434343434343434
22 6.6
