NA NA NA NA NA NA NA NA NA NA 76.2 80.5 42487.0 92.5 45.333333333333336 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 76.25 136.0 21305.0 80.25 21.6 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 105.75 107.25 15993.75 30.2 36.6 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 62.285714285714285 124.55555555555556 49.0 62.22222222222222 77.11111111111111 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 83.83333333333333 149.42857142857142 81.0 102.3 111.5 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 114.85714285714286 182.88888888888889 118.0 134.11111111111111 127.66666666666667 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 153.25 208.4 140.16666666666666 154.625 151.625 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 182.14285714285714 233.1818181818182 161.4 191.44444444444446 183.44444444444446 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 197.83333333333334 262.8 193.66666666666666 216.6 222.0 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 249.75 249.11111111111111 221.57142857142858 241.75 258.0 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 270.22222222222223 282.625 266.0 280.55555555555554 273.75 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 302.75 318.44444444444446 312.75 291.125 301.7142857142857 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 330.42857142857144 338.0 337.0 333.0 334.625 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 363.0 359.42857142857144 366.5 360.9 368.8888888888889 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 400.3333333333333 390.5 392.14285714285717 390.0 409.2 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 424.75 416.4 422.1666666666667 418.90909090909093 436.77777777777777 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 452.14285714285717 450.8333333333333 443.0 452.3076923076923 460.25 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 495.25 475.7142857142857 477.1666666666667 498.9166666666667 488.7142857142857 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 528.7777777777778 498.1666666666667 523.625 518.6666666666666 520.375 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 565.0 529.7142857142857 547.2857142857143 543.25 554.125 NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 584.6666666666666 573.3333333333334 578.125 570.75 588.3333333333334 572.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 619.125 603.4 607.0 594.2 612.875 593.0 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 639.5555555555555 621.8333333333334 644.0 636.6666666666666 628.7142857142857 622.1666666666666 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 672.875 658.4285714285714 658.5714285714286 651.0 670.5 654.5714285714286 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 694.4285714285714 709.0 685.5 689.1666666666666 693.0 703.125 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 719.5 723.7142857142857 728.1428571428571 724.2 717.8333333333334 733.4285714285714 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 760.0 750.125 738.8333333333334 735.75 752.7142857142857 754.6666666666666 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 780.125 773.0 784.1428571428571 757.0 782.25 776.4285714285714 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 818.4444444444445 793.2 806.1666666666666 784.0 801.2857142857143 793.6 NA NA NA NA NA NA NA NA NA NA NA
