100 0 0 0 0 0 0 0 0
98 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 0
94 6 0 0 0 0 0 0 0
47 53 0 0 0 0 0 0 0
45 55 0 0 0 0 0 0 0
54 46 0 0 0 0 0 0 0
58 42 0 0 0 0 0 0 0
61 39 0 0 0 0 0 0 0
66 34 0 0 0 0 0 0 0
36 64 0 0 0 0 0 0 0
45 55 0 0 0 0 0 0 0
49 51 0 0 0 0 0 0 0
50 50 0 0 0 0 0 0 0
45 55 0 0 0 0 0 0 0
50 50 0 0 0 0 0 0 0
51 49 0 0 0 0 0 0 0
50 50 0 0 0 0 0 0 0
53 47 0 0 0 0 0 0 0
49 51 0 0 0 0 0 0 0
46 54 0 0 0 0 0 0 0
50 50 0 0 0 0 0 0 0
52 48 0 0 0 0 0 0 0
55 45 0 0 0 0 0 0 0
55 45 0 0 0 0 0 0 0
50 50 0 0 0 0 0 0 0
53 47 0 0 0 0 0 0 0
54 46 0 0 0 0 0 0 0
61 39 0 0 0 0 0 0 0
61 39 0 0 0 0 0 0 0
62 38 0 0 0 0 0 0 0
61 39 0 0 0 0 0 0 0
46 54 0 0 0 0 0 0 0
52 48 0 0 0 0 0 0 0
62 38 0 0 0 0 0 0 0
64 36 0 0 0 0 0 0 0
57 43 0 0 0 0 0 0 0
52 48 0 0 0 0 0 0 0
47 53 0 0 0 0 0 0 0
45 55 0 0 0 0 0 0 0
47 53 0 0 0 0 0 0 0
45 55 0 0 0 0 0 0 0
35 65 0 0 0 0 0 0 0
47 53 0 0 0 0 0 0 0
46 54 0 0 0 0 0 0 0
48 52 0 0 0 0 0 0 0
49 51 0 0 0 0 0 0 0
49 51 0 0 0 0 0 0 0
45 55 0 0 0 0 0 0 0
42 58 0 0 0 0 0 0 0
51 49 0 0 0 0 0 0 0
53 47 0 0 0 0 0 0 0
50 50 0 0 0 0 0 0 0
49 51 0 0 0 0 0 0 0
46 54 0 0 0 0 0 0 0
53 47 0 0 0 0 0 0 0
46 54 0 0 0 0 0 0 0
41 59 0 0 0 0 0 0 0
